ClaveFecha;Año;NúmeroMes;Mes;Trimestre;AñoTrimestre;AñoMes;NúmeroDíaSemana;DíaSemana;NúmeroDíaMes;EsFinDeSemana;NúmeroSemana
9/07/2024;2024;7;julio;T3;2024-T3;2024-07;2;martes;9;FALSO;28
10/07/2024;2024;7;julio;T3;2024-T3;2024-07;3;miércoles;10;FALSO;28
11/07/2024;2024;7;julio;T3;2024-T3;2024-07;4;jueves;11;FALSO;28
12/07/2024;2024;7;julio;T3;2024-T3;2024-07;5;viernes;12;FALSO;28
13/07/2024;2024;7;julio;T3;2024-T3;2024-07;6;sábado;13;VERDADERO;28
14/07/2024;2024;7;julio;T3;2024-T3;2024-07;7;domingo;14;VERDADERO;29
15/07/2024;2024;7;julio;T3;2024-T3;2024-07;1;lunes;15;FALSO;29
16/07/2024;2024;7;julio;T3;2024-T3;2024-07;2;martes;16;FALSO;29
17/07/2024;2024;7;julio;T3;2024-T3;2024-07;3;miércoles;17;FALSO;29
18/07/2024;2024;7;julio;T3;2024-T3;2024-07;4;jueves;18;FALSO;29
19/07/2024;2024;7;julio;T3;2024-T3;2024-07;5;viernes;19;FALSO;29
20/07/2024;2024;7;julio;T3;2024-T3;2024-07;6;sábado;20;VERDADERO;29
21/07/2024;2024;7;julio;T3;2024-T3;2024-07;7;domingo;21;VERDADERO;30
22/07/2024;2024;7;julio;T3;2024-T3;2024-07;1;lunes;22;FALSO;30
23/07/2024;2024;7;julio;T3;2024-T3;2024-07;2;martes;23;FALSO;30
24/07/2024;2024;7;julio;T3;2024-T3;2024-07;3;miércoles;24;FALSO;30
25/07/2024;2024;7;julio;T3;2024-T3;2024-07;4;jueves;25;FALSO;30
26/07/2024;2024;7;julio;T3;2024-T3;2024-07;5;viernes;26;FALSO;30
27/07/2024;2024;7;julio;T3;2024-T3;2024-07;6;sábado;27;VERDADERO;30
28/07/2024;2024;7;julio;T3;2024-T3;2024-07;7;domingo;28;VERDADERO;31
29/07/2024;2024;7;julio;T3;2024-T3;2024-07;1;lunes;29;FALSO;31
30/07/2024;2024;7;julio;T3;2024-T3;2024-07;2;martes;30;FALSO;31
31/07/2024;2024;7;julio;T3;2024-T3;2024-07;3;miércoles;31;FALSO;31
1/08/2024;2024;8;agosto;T3;2024-T3;2024-08;4;jueves;1;FALSO;31
2/08/2024;2024;8;agosto;T3;2024-T3;2024-08;5;viernes;2;FALSO;31
3/08/2024;2024;8;agosto;T3;2024-T3;2024-08;6;sábado;3;VERDADERO;31
4/08/2024;2024;8;agosto;T3;2024-T3;2024-08;7;domingo;4;VERDADERO;32
5/08/2024;2024;8;agosto;T3;2024-T3;2024-08;1;lunes;5;FALSO;32
6/08/2024;2024;8;agosto;T3;2024-T3;2024-08;2;martes;6;FALSO;32
7/08/2024;2024;8;agosto;T3;2024-T3;2024-08;3;miércoles;7;FALSO;32
8/08/2024;2024;8;agosto;T3;2024-T3;2024-08;4;jueves;8;FALSO;32
9/08/2024;2024;8;agosto;T3;2024-T3;2024-08;5;viernes;9;FALSO;32
10/08/2024;2024;8;agosto;T3;2024-T3;2024-08;6;sábado;10;VERDADERO;32
11/08/2024;2024;8;agosto;T3;2024-T3;2024-08;7;domingo;11;VERDADERO;33
12/08/2024;2024;8;agosto;T3;2024-T3;2024-08;1;lunes;12;FALSO;33
13/08/2024;2024;8;agosto;T3;2024-T3;2024-08;2;martes;13;FALSO;33
14/08/2024;2024;8;agosto;T3;2024-T3;2024-08;3;miércoles;14;FALSO;33
15/08/2024;2024;8;agosto;T3;2024-T3;2024-08;4;jueves;15;FALSO;33
16/08/2024;2024;8;agosto;T3;2024-T3;2024-08;5;viernes;16;FALSO;33
17/08/2024;2024;8;agosto;T3;2024-T3;2024-08;6;sábado;17;VERDADERO;33
18/08/2024;2024;8;agosto;T3;2024-T3;2024-08;7;domingo;18;VERDADERO;34
19/08/2024;2024;8;agosto;T3;2024-T3;2024-08;1;lunes;19;FALSO;34
20/08/2024;2024;8;agosto;T3;2024-T3;2024-08;2;martes;20;FALSO;34
21/08/2024;2024;8;agosto;T3;2024-T3;2024-08;3;miércoles;21;FALSO;34
22/08/2024;2024;8;agosto;T3;2024-T3;2024-08;4;jueves;22;FALSO;34
23/08/2024;2024;8;agosto;T3;2024-T3;2024-08;5;viernes;23;FALSO;34
24/08/2024;2024;8;agosto;T3;2024-T3;2024-08;6;sábado;24;VERDADERO;34
25/08/2024;2024;8;agosto;T3;2024-T3;2024-08;7;domingo;25;VERDADERO;35
26/08/2024;2024;8;agosto;T3;2024-T3;2024-08;1;lunes;26;FALSO;35
27/08/2024;2024;8;agosto;T3;2024-T3;2024-08;2;martes;27;FALSO;35
28/08/2024;2024;8;agosto;T3;2024-T3;2024-08;3;miércoles;28;FALSO;35
29/08/2024;2024;8;agosto;T3;2024-T3;2024-08;4;jueves;29;FALSO;35
30/08/2024;2024;8;agosto;T3;2024-T3;2024-08;5;viernes;30;FALSO;35
31/08/2024;2024;8;agosto;T3;2024-T3;2024-08;6;sábado;31;VERDADERO;35
1/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;7;domingo;1;VERDADERO;36
2/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;1;lunes;2;FALSO;36
3/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;2;martes;3;FALSO;36
4/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;3;miércoles;4;FALSO;36
5/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;4;jueves;5;FALSO;36
6/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;5;viernes;6;FALSO;36
7/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;6;sábado;7;VERDADERO;36
8/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;7;domingo;8;VERDADERO;37
9/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;1;lunes;9;FALSO;37
10/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;2;martes;10;FALSO;37
11/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;3;miércoles;11;FALSO;37
12/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;4;jueves;12;FALSO;37
13/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;5;viernes;13;FALSO;37
14/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;6;sábado;14;VERDADERO;37
15/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;7;domingo;15;VERDADERO;38
16/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;1;lunes;16;FALSO;38
17/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;2;martes;17;FALSO;38
18/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;3;miércoles;18;FALSO;38
19/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;4;jueves;19;FALSO;38
20/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;5;viernes;20;FALSO;38
21/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;6;sábado;21;VERDADERO;38
22/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;7;domingo;22;VERDADERO;39
23/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;1;lunes;23;FALSO;39
24/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;2;martes;24;FALSO;39
25/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;3;miércoles;25;FALSO;39
26/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;4;jueves;26;FALSO;39
27/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;5;viernes;27;FALSO;39
28/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;6;sábado;28;VERDADERO;39
29/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;7;domingo;29;VERDADERO;40
30/09/2024;2024;9;septiembre;T3;2024-T3;2024-09;1;lunes;30;FALSO;40
1/10/2024;2024;10;octubre;T4;2024-T4;2024-10;2;martes;1;FALSO;40
2/10/2024;2024;10;octubre;T4;2024-T4;2024-10;3;miércoles;2;FALSO;40
3/10/2024;2024;10;octubre;T4;2024-T4;2024-10;4;jueves;3;FALSO;40
4/10/2024;2024;10;octubre;T4;2024-T4;2024-10;5;viernes;4;FALSO;40
5/10/2024;2024;10;octubre;T4;2024-T4;2024-10;6;sábado;5;VERDADERO;40
6/10/2024;2024;10;octubre;T4;2024-T4;2024-10;7;domingo;6;VERDADERO;41
7/10/2024;2024;10;octubre;T4;2024-T4;2024-10;1;lunes;7;FALSO;41
8/10/2024;2024;10;octubre;T4;2024-T4;2024-10;2;martes;8;FALSO;41
9/10/2024;2024;10;octubre;T4;2024-T4;2024-10;3;miércoles;9;FALSO;41
10/10/2024;2024;10;octubre;T4;2024-T4;2024-10;4;jueves;10;FALSO;41
11/10/2024;2024;10;octubre;T4;2024-T4;2024-10;5;viernes;11;FALSO;41
12/10/2024;2024;10;octubre;T4;2024-T4;2024-10;6;sábado;12;VERDADERO;41
13/10/2024;2024;10;octubre;T4;2024-T4;2024-10;7;domingo;13;VERDADERO;42
14/10/2024;2024;10;octubre;T4;2024-T4;2024-10;1;lunes;14;FALSO;42
15/10/2024;2024;10;octubre;T4;2024-T4;2024-10;2;martes;15;FALSO;42
16/10/2024;2024;10;octubre;T4;2024-T4;2024-10;3;miércoles;16;FALSO;42
17/10/2024;2024;10;octubre;T4;2024-T4;2024-10;4;jueves;17;FALSO;42
18/10/2024;2024;10;octubre;T4;2024-T4;2024-10;5;viernes;18;FALSO;42
19/10/2024;2024;10;octubre;T4;2024-T4;2024-10;6;sábado;19;VERDADERO;42
20/10/2024;2024;10;octubre;T4;2024-T4;2024-10;7;domingo;20;VERDADERO;43
21/10/2024;2024;10;octubre;T4;2024-T4;2024-10;1;lunes;21;FALSO;43
22/10/2024;2024;10;octubre;T4;2024-T4;2024-10;2;martes;22;FALSO;43
23/10/2024;2024;10;octubre;T4;2024-T4;2024-10;3;miércoles;23;FALSO;43
24/10/2024;2024;10;octubre;T4;2024-T4;2024-10;4;jueves;24;FALSO;43
25/10/2024;2024;10;octubre;T4;2024-T4;2024-10;5;viernes;25;FALSO;43
26/10/2024;2024;10;octubre;T4;2024-T4;2024-10;6;sábado;26;VERDADERO;43
27/10/2024;2024;10;octubre;T4;2024-T4;2024-10;7;domingo;27;VERDADERO;44
28/10/2024;2024;10;octubre;T4;2024-T4;2024-10;1;lunes;28;FALSO;44
29/10/2024;2024;10;octubre;T4;2024-T4;2024-10;2;martes;29;FALSO;44
30/10/2024;2024;10;octubre;T4;2024-T4;2024-10;3;miércoles;30;FALSO;44
31/10/2024;2024;10;octubre;T4;2024-T4;2024-10;4;jueves;31;FALSO;44
1/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;5;viernes;1;FALSO;44
2/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;6;sábado;2;VERDADERO;44
3/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;7;domingo;3;VERDADERO;45
4/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;1;lunes;4;FALSO;45
5/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;2;martes;5;FALSO;45
6/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;3;miércoles;6;FALSO;45
7/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;4;jueves;7;FALSO;45
8/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;5;viernes;8;FALSO;45
9/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;6;sábado;9;VERDADERO;45
10/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;7;domingo;10;VERDADERO;46
11/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;1;lunes;11;FALSO;46
12/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;2;martes;12;FALSO;46
13/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;3;miércoles;13;FALSO;46
14/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;4;jueves;14;FALSO;46
15/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;5;viernes;15;FALSO;46
16/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;6;sábado;16;VERDADERO;46
17/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;7;domingo;17;VERDADERO;47
18/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;1;lunes;18;FALSO;47
19/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;2;martes;19;FALSO;47
20/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;3;miércoles;20;FALSO;47
21/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;4;jueves;21;FALSO;47
22/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;5;viernes;22;FALSO;47
23/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;6;sábado;23;VERDADERO;47
24/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;7;domingo;24;VERDADERO;48
25/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;1;lunes;25;FALSO;48
26/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;2;martes;26;FALSO;48
27/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;3;miércoles;27;FALSO;48
28/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;4;jueves;28;FALSO;48
29/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;5;viernes;29;FALSO;48
30/11/2024;2024;11;noviembre;T4;2024-T4;2024-11;6;sábado;30;VERDADERO;48
1/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;7;domingo;1;VERDADERO;49
2/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;1;lunes;2;FALSO;49
3/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;2;martes;3;FALSO;49
4/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;3;miércoles;4;FALSO;49
5/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;4;jueves;5;FALSO;49
6/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;5;viernes;6;FALSO;49
7/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;6;sábado;7;VERDADERO;49
8/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;7;domingo;8;VERDADERO;50
9/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;1;lunes;9;FALSO;50
10/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;2;martes;10;FALSO;50
11/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;3;miércoles;11;FALSO;50
12/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;4;jueves;12;FALSO;50
13/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;5;viernes;13;FALSO;50
14/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;6;sábado;14;VERDADERO;50
15/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;7;domingo;15;VERDADERO;51
16/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;1;lunes;16;FALSO;51
17/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;2;martes;17;FALSO;51
18/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;3;miércoles;18;FALSO;51
19/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;4;jueves;19;FALSO;51
20/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;5;viernes;20;FALSO;51
21/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;6;sábado;21;VERDADERO;51
22/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;7;domingo;22;VERDADERO;52
23/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;1;lunes;23;FALSO;52
24/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;2;martes;24;FALSO;52
25/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;3;miércoles;25;FALSO;52
26/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;4;jueves;26;FALSO;52
27/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;5;viernes;27;FALSO;52
28/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;6;sábado;28;VERDADERO;52
29/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;7;domingo;29;VERDADERO;53
30/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;1;lunes;30;FALSO;53
31/12/2024;2024;12;diciembre;T4;2024-T4;2024-12;2;martes;31;FALSO;53
1/01/2025;2025;1;enero;T1;2025-T1;2025-01;3;miércoles;1;FALSO;1
2/01/2025;2025;1;enero;T1;2025-T1;2025-01;4;jueves;2;FALSO;1
3/01/2025;2025;1;enero;T1;2025-T1;2025-01;5;viernes;3;FALSO;1
4/01/2025;2025;1;enero;T1;2025-T1;2025-01;6;sábado;4;VERDADERO;1
5/01/2025;2025;1;enero;T1;2025-T1;2025-01;7;domingo;5;VERDADERO;2
6/01/2025;2025;1;enero;T1;2025-T1;2025-01;1;lunes;6;FALSO;2
7/01/2025;2025;1;enero;T1;2025-T1;2025-01;2;martes;7;FALSO;2
8/01/2025;2025;1;enero;T1;2025-T1;2025-01;3;miércoles;8;FALSO;2
9/01/2025;2025;1;enero;T1;2025-T1;2025-01;4;jueves;9;FALSO;2
10/01/2025;2025;1;enero;T1;2025-T1;2025-01;5;viernes;10;FALSO;2
11/01/2025;2025;1;enero;T1;2025-T1;2025-01;6;sábado;11;VERDADERO;2
12/01/2025;2025;1;enero;T1;2025-T1;2025-01;7;domingo;12;VERDADERO;3
13/01/2025;2025;1;enero;T1;2025-T1;2025-01;1;lunes;13;FALSO;3
14/01/2025;2025;1;enero;T1;2025-T1;2025-01;2;martes;14;FALSO;3
15/01/2025;2025;1;enero;T1;2025-T1;2025-01;3;miércoles;15;FALSO;3
16/01/2025;2025;1;enero;T1;2025-T1;2025-01;4;jueves;16;FALSO;3
17/01/2025;2025;1;enero;T1;2025-T1;2025-01;5;viernes;17;FALSO;3
18/01/2025;2025;1;enero;T1;2025-T1;2025-01;6;sábado;18;VERDADERO;3
19/01/2025;2025;1;enero;T1;2025-T1;2025-01;7;domingo;19;VERDADERO;4
20/01/2025;2025;1;enero;T1;2025-T1;2025-01;1;lunes;20;FALSO;4
21/01/2025;2025;1;enero;T1;2025-T1;2025-01;2;martes;21;FALSO;4
22/01/2025;2025;1;enero;T1;2025-T1;2025-01;3;miércoles;22;FALSO;4
23/01/2025;2025;1;enero;T1;2025-T1;2025-01;4;jueves;23;FALSO;4
24/01/2025;2025;1;enero;T1;2025-T1;2025-01;5;viernes;24;FALSO;4
25/01/2025;2025;1;enero;T1;2025-T1;2025-01;6;sábado;25;VERDADERO;4
26/01/2025;2025;1;enero;T1;2025-T1;2025-01;7;domingo;26;VERDADERO;5
27/01/2025;2025;1;enero;T1;2025-T1;2025-01;1;lunes;27;FALSO;5
28/01/2025;2025;1;enero;T1;2025-T1;2025-01;2;martes;28;FALSO;5
29/01/2025;2025;1;enero;T1;2025-T1;2025-01;3;miércoles;29;FALSO;5
30/01/2025;2025;1;enero;T1;2025-T1;2025-01;4;jueves;30;FALSO;5
31/01/2025;2025;1;enero;T1;2025-T1;2025-01;5;viernes;31;FALSO;5
1/02/2025;2025;2;febrero;T1;2025-T1;2025-02;6;sábado;1;VERDADERO;5
2/02/2025;2025;2;febrero;T1;2025-T1;2025-02;7;domingo;2;VERDADERO;6
3/02/2025;2025;2;febrero;T1;2025-T1;2025-02;1;lunes;3;FALSO;6
4/02/2025;2025;2;febrero;T1;2025-T1;2025-02;2;martes;4;FALSO;6
5/02/2025;2025;2;febrero;T1;2025-T1;2025-02;3;miércoles;5;FALSO;6
6/02/2025;2025;2;febrero;T1;2025-T1;2025-02;4;jueves;6;FALSO;6
7/02/2025;2025;2;febrero;T1;2025-T1;2025-02;5;viernes;7;FALSO;6
8/02/2025;2025;2;febrero;T1;2025-T1;2025-02;6;sábado;8;VERDADERO;6
9/02/2025;2025;2;febrero;T1;2025-T1;2025-02;7;domingo;9;VERDADERO;7
10/02/2025;2025;2;febrero;T1;2025-T1;2025-02;1;lunes;10;FALSO;7
11/02/2025;2025;2;febrero;T1;2025-T1;2025-02;2;martes;11;FALSO;7
12/02/2025;2025;2;febrero;T1;2025-T1;2025-02;3;miércoles;12;FALSO;7
13/02/2025;2025;2;febrero;T1;2025-T1;2025-02;4;jueves;13;FALSO;7
14/02/2025;2025;2;febrero;T1;2025-T1;2025-02;5;viernes;14;FALSO;7
15/02/2025;2025;2;febrero;T1;2025-T1;2025-02;6;sábado;15;VERDADERO;7
16/02/2025;2025;2;febrero;T1;2025-T1;2025-02;7;domingo;16;VERDADERO;8
17/02/2025;2025;2;febrero;T1;2025-T1;2025-02;1;lunes;17;FALSO;8
18/02/2025;2025;2;febrero;T1;2025-T1;2025-02;2;martes;18;FALSO;8
19/02/2025;2025;2;febrero;T1;2025-T1;2025-02;3;miércoles;19;FALSO;8
20/02/2025;2025;2;febrero;T1;2025-T1;2025-02;4;jueves;20;FALSO;8
21/02/2025;2025;2;febrero;T1;2025-T1;2025-02;5;viernes;21;FALSO;8
22/02/2025;2025;2;febrero;T1;2025-T1;2025-02;6;sábado;22;VERDADERO;8
23/02/2025;2025;2;febrero;T1;2025-T1;2025-02;7;domingo;23;VERDADERO;9
24/02/2025;2025;2;febrero;T1;2025-T1;2025-02;1;lunes;24;FALSO;9
25/02/2025;2025;2;febrero;T1;2025-T1;2025-02;2;martes;25;FALSO;9
26/02/2025;2025;2;febrero;T1;2025-T1;2025-02;3;miércoles;26;FALSO;9
27/02/2025;2025;2;febrero;T1;2025-T1;2025-02;4;jueves;27;FALSO;9
28/02/2025;2025;2;febrero;T1;2025-T1;2025-02;5;viernes;28;FALSO;9
1/03/2025;2025;3;marzo;T1;2025-T1;2025-03;6;sábado;1;VERDADERO;9
2/03/2025;2025;3;marzo;T1;2025-T1;2025-03;7;domingo;2;VERDADERO;10
3/03/2025;2025;3;marzo;T1;2025-T1;2025-03;1;lunes;3;FALSO;10
4/03/2025;2025;3;marzo;T1;2025-T1;2025-03;2;martes;4;FALSO;10
5/03/2025;2025;3;marzo;T1;2025-T1;2025-03;3;miércoles;5;FALSO;10
6/03/2025;2025;3;marzo;T1;2025-T1;2025-03;4;jueves;6;FALSO;10
7/03/2025;2025;3;marzo;T1;2025-T1;2025-03;5;viernes;7;FALSO;10
8/03/2025;2025;3;marzo;T1;2025-T1;2025-03;6;sábado;8;VERDADERO;10
9/03/2025;2025;3;marzo;T1;2025-T1;2025-03;7;domingo;9;VERDADERO;11
10/03/2025;2025;3;marzo;T1;2025-T1;2025-03;1;lunes;10;FALSO;11
11/03/2025;2025;3;marzo;T1;2025-T1;2025-03;2;martes;11;FALSO;11
12/03/2025;2025;3;marzo;T1;2025-T1;2025-03;3;miércoles;12;FALSO;11
13/03/2025;2025;3;marzo;T1;2025-T1;2025-03;4;jueves;13;FALSO;11
14/03/2025;2025;3;marzo;T1;2025-T1;2025-03;5;viernes;14;FALSO;11
15/03/2025;2025;3;marzo;T1;2025-T1;2025-03;6;sábado;15;VERDADERO;11
16/03/2025;2025;3;marzo;T1;2025-T1;2025-03;7;domingo;16;VERDADERO;12
17/03/2025;2025;3;marzo;T1;2025-T1;2025-03;1;lunes;17;FALSO;12
18/03/2025;2025;3;marzo;T1;2025-T1;2025-03;2;martes;18;FALSO;12
19/03/2025;2025;3;marzo;T1;2025-T1;2025-03;3;miércoles;19;FALSO;12
20/03/2025;2025;3;marzo;T1;2025-T1;2025-03;4;jueves;20;FALSO;12
21/03/2025;2025;3;marzo;T1;2025-T1;2025-03;5;viernes;21;FALSO;12
22/03/2025;2025;3;marzo;T1;2025-T1;2025-03;6;sábado;22;VERDADERO;12
23/03/2025;2025;3;marzo;T1;2025-T1;2025-03;7;domingo;23;VERDADERO;13
24/03/2025;2025;3;marzo;T1;2025-T1;2025-03;1;lunes;24;FALSO;13
25/03/2025;2025;3;marzo;T1;2025-T1;2025-03;2;martes;25;FALSO;13
26/03/2025;2025;3;marzo;T1;2025-T1;2025-03;3;miércoles;26;FALSO;13
27/03/2025;2025;3;marzo;T1;2025-T1;2025-03;4;jueves;27;FALSO;13
28/03/2025;2025;3;marzo;T1;2025-T1;2025-03;5;viernes;28;FALSO;13
29/03/2025;2025;3;marzo;T1;2025-T1;2025-03;6;sábado;29;VERDADERO;13
30/03/2025;2025;3;marzo;T1;2025-T1;2025-03;7;domingo;30;VERDADERO;14
31/03/2025;2025;3;marzo;T1;2025-T1;2025-03;1;lunes;31;FALSO;14
1/04/2025;2025;4;abril;T2;2025-T2;2025-04;2;martes;1;FALSO;14
2/04/2025;2025;4;abril;T2;2025-T2;2025-04;3;miércoles;2;FALSO;14
3/04/2025;2025;4;abril;T2;2025-T2;2025-04;4;jueves;3;FALSO;14
4/04/2025;2025;4;abril;T2;2025-T2;2025-04;5;viernes;4;FALSO;14
5/04/2025;2025;4;abril;T2;2025-T2;2025-04;6;sábado;5;VERDADERO;14
6/04/2025;2025;4;abril;T2;2025-T2;2025-04;7;domingo;6;VERDADERO;15
7/04/2025;2025;4;abril;T2;2025-T2;2025-04;1;lunes;7;FALSO;15
8/04/2025;2025;4;abril;T2;2025-T2;2025-04;2;martes;8;FALSO;15
9/04/2025;2025;4;abril;T2;2025-T2;2025-04;3;miércoles;9;FALSO;15
10/04/2025;2025;4;abril;T2;2025-T2;2025-04;4;jueves;10;FALSO;15
11/04/2025;2025;4;abril;T2;2025-T2;2025-04;5;viernes;11;FALSO;15
12/04/2025;2025;4;abril;T2;2025-T2;2025-04;6;sábado;12;VERDADERO;15
13/04/2025;2025;4;abril;T2;2025-T2;2025-04;7;domingo;13;VERDADERO;16
14/04/2025;2025;4;abril;T2;2025-T2;2025-04;1;lunes;14;FALSO;16
15/04/2025;2025;4;abril;T2;2025-T2;2025-04;2;martes;15;FALSO;16
16/04/2025;2025;4;abril;T2;2025-T2;2025-04;3;miércoles;16;FALSO;16
17/04/2025;2025;4;abril;T2;2025-T2;2025-04;4;jueves;17;FALSO;16
18/04/2025;2025;4;abril;T2;2025-T2;2025-04;5;viernes;18;FALSO;16
19/04/2025;2025;4;abril;T2;2025-T2;2025-04;6;sábado;19;VERDADERO;16
20/04/2025;2025;4;abril;T2;2025-T2;2025-04;7;domingo;20;VERDADERO;17
21/04/2025;2025;4;abril;T2;2025-T2;2025-04;1;lunes;21;FALSO;17
22/04/2025;2025;4;abril;T2;2025-T2;2025-04;2;martes;22;FALSO;17
23/04/2025;2025;4;abril;T2;2025-T2;2025-04;3;miércoles;23;FALSO;17
24/04/2025;2025;4;abril;T2;2025-T2;2025-04;4;jueves;24;FALSO;17
25/04/2025;2025;4;abril;T2;2025-T2;2025-04;5;viernes;25;FALSO;17
26/04/2025;2025;4;abril;T2;2025-T2;2025-04;6;sábado;26;VERDADERO;17
27/04/2025;2025;4;abril;T2;2025-T2;2025-04;7;domingo;27;VERDADERO;18
28/04/2025;2025;4;abril;T2;2025-T2;2025-04;1;lunes;28;FALSO;18
29/04/2025;2025;4;abril;T2;2025-T2;2025-04;2;martes;29;FALSO;18
30/04/2025;2025;4;abril;T2;2025-T2;2025-04;3;miércoles;30;FALSO;18
1/05/2025;2025;5;mayo;T2;2025-T2;2025-05;4;jueves;1;FALSO;18
2/05/2025;2025;5;mayo;T2;2025-T2;2025-05;5;viernes;2;FALSO;18
3/05/2025;2025;5;mayo;T2;2025-T2;2025-05;6;sábado;3;VERDADERO;18
4/05/2025;2025;5;mayo;T2;2025-T2;2025-05;7;domingo;4;VERDADERO;19
5/05/2025;2025;5;mayo;T2;2025-T2;2025-05;1;lunes;5;FALSO;19
6/05/2025;2025;5;mayo;T2;2025-T2;2025-05;2;martes;6;FALSO;19
7/05/2025;2025;5;mayo;T2;2025-T2;2025-05;3;miércoles;7;FALSO;19
8/05/2025;2025;5;mayo;T2;2025-T2;2025-05;4;jueves;8;FALSO;19
9/05/2025;2025;5;mayo;T2;2025-T2;2025-05;5;viernes;9;FALSO;19
